epoch,accuracy,loss,val_accuracy,val_loss
0,0.10294117778539658,2.417440891265869,0.16270017623901367,2.2773220539093018
1,0.23345588147640228,2.145745038986206,0.1783807873725891,2.2128357887268066
2,0.40223929286003113,1.8464579582214355,0.18294039368629456,2.394148349761963
3,0.5275735259056091,1.5190545320510864,0.1624777615070343,2.6210999488830566
4,0.6049465537071228,1.2870851755142212,0.1937277615070343,2.637664556503296
5,0.6632687449455261,1.0909652709960938,0.22275355458259583,2.7226357460021973
6,0.7105615139007568,0.9335481524467468,0.1735987514257431,2.834329843521118
7,0.7473261952400208,0.8174355030059814,0.1916147619485855,3.1772196292877197
8,0.7817513346672058,0.7260017395019531,0.2368772178888321,3.2437968254089355
9,0.813168466091156,0.6490736603736877,0.2040702849626541,3.3792734146118164
10,0.8424131274223328,0.5449355840682983,0.20862989127635956,3.3953819274902344
11,0.8494318127632141,0.5188193321228027,0.2194172590970993,3.3105692863464355
12,0.8744986653327942,0.45846056938171387,0.18761120736598969,4.105776309967041
13,0.8907085657119751,0.39523783326148987,0.2431049793958664,3.583911657333374
14,0.8987299203872681,0.36425870656967163,0.26212188601493835,3.471564292907715
15,0.9009023904800415,0.34630200266838074,0.20151245594024658,4.10826301574707
16,0.9059157967567444,0.3327254056930542,0.22608986496925354,3.5813353061676025
17,0.9247994422912598,0.2864343225955963,0.24911032617092133,4.433600902557373
18,0.9284759163856506,0.2611342668533325,0.21719306707382202,4.67602014541626
19,0.938168466091156,0.23616424202919006,0.23843416571617126,4.04059362411499
20,0.9460227489471436,0.20983965694904327,0.21563611924648285,4.373896598815918
21,0.9545454382896423,0.17805153131484985,0.21774910390377045,4.4257893562316895
22,0.9543783664703369,0.17266690731048584,0.23242881894111633,4.901936054229736
