epoch,accuracy,loss,val_accuracy,val_loss
0,0.3317975401878357,1.721449375152588,0.18627668917179108,2.3631808757781982
1,0.5996260643005371,0.9592469930648804,0.24110320210456848,2.862839698791504
2,0.7389156222343445,0.6479870676994324,0.2506672739982605,2.5859529972076416
3,0.8133680820465088,0.4956718981266022,0.325177937746048,2.597163200378418
4,0.8490251302719116,0.3945816159248352,0.33240658044815063,2.6062657833099365
5,0.8864182829856873,0.3097251057624817,0.289479523897171,2.9669885635375977
6,0.8855502009391785,0.318075031042099,0.3014902174472809,2.7171390056610107
7,0.9191372990608215,0.24183596670627594,0.2612321972846985,3.336899995803833
8,0.9180021286010742,0.24977818131446838,0.19639679789543152,4.281492710113525
9,0.9419070482254028,0.16545873880386353,0.17304269969463348,4.756145000457764
