epoch,accuracy,loss,val_accuracy,val_loss
0,0.1096256673336029,2.4669549465179443,0.10031139105558395,2.319611072540283
1,0.18465909361839294,2.2148470878601074,0.17070730030536652,2.236607789993286
2,0.2240975946187973,2.073150873184204,0.20640569925308228,2.148874044418335
3,0.27339571714401245,1.9152965545654297,0.219528466463089,2.26033091545105
4,0.31918448209762573,1.80791175365448,0.23732206225395203,2.0888259410858154
5,0.3594585657119751,1.7079180479049683,0.2556717097759247,2.0344080924987793
6,0.4204545319080353,1.5807732343673706,0.2049599587917328,2.1721203327178955
7,0.4323195219039917,1.5562227964401245,0.25745105743408203,2.0820984840393066
8,0.4751002788543701,1.4707213640213013,0.2653469741344452,2.1948704719543457
9,0.5121992230415344,1.3652780055999756,0.30582740902900696,1.974714994430542
10,0.5686831474304199,1.2583656311035156,0.19139234721660614,2.243568181991577
11,0.5686831474304199,1.2128559350967407,0.19350533187389374,2.1856603622436523
12,0.6054478883743286,1.1338285207748413,0.250778466463089,2.277127981185913
13,0.6405414342880249,1.0546594858169556,0.17660142481327057,2.534400463104248
14,0.6794785857200623,0.9706507921218872,0.2326512485742569,2.3947887420654297
15,0.7097259163856506,0.879956841468811,0.2501112222671509,2.3065662384033203
16,0.7077205777168274,0.8545417189598083,0.22820284962654114,2.7177116870880127
17,0.7337900996208191,0.7861023545265198,0.2353202849626541,2.574972629547119
18,0.7444853186607361,0.7151177525520325,0.21752668917179108,3.1165966987609863
19,0.6751337051391602,0.969542384147644,0.2714635133743286,2.6452648639678955
