epoch,accuracy,loss,val_accuracy,val_loss
0,0.21435348689556122,2.875197410583496,0.254178524017334,2.8084871768951416
1,0.25227347016334534,2.7790324687957764,0.2508501410484314,2.7517573833465576
2,0.26327961683273315,2.727698802947998,0.27247855067253113,2.718745231628418
3,0.2665635347366333,2.7092483043670654,0.26751792430877686,2.7051336765289307
4,0.26588836312294006,2.692427396774292,0.271403431892395,2.6851770877838135
5,0.27098745107650757,2.6747219562530518,0.2612845003604889,2.6765594482421875
6,0.2734995186328888,2.66463041305542,0.27309468388557434,2.660940408706665
7,0.2769387662410736,2.653954267501831,0.2698398530483246,2.654503583908081
8,0.27891066670417786,2.64406156539917,0.2780196964740753,2.6429176330566406
9,0.2829872667789459,2.633563756942749,0.28745052218437195,2.6266515254974365
10,0.2872336208820343,2.621870279312134,0.2872009575366974,2.6192879676818848
11,0.2914828062057495,2.611603021621704,0.2832697331905365,2.6080310344696045
12,0.2939254939556122,2.6018712520599365,0.2879810333251953,2.6004345417022705
13,0.2972639799118042,2.5922422409057617,0.3021339774131775,2.58935284614563
14,0.2997789680957794,2.583592414855957,0.3010905086994171,2.5820322036743164
15,0.30200302600860596,2.575040817260742,0.29535728693008423,2.5796873569488525
16,0.3024705648422241,2.569573402404785,0.30718979239463806,2.569004774093628
17,0.305611789226532,2.562163829803467,0.30052629113197327,2.5626842975616455
18,0.3064649701118469,2.5563628673553467,0.30854809284210205,2.556932210922241
19,0.30799388885498047,2.550740957260132,0.3067062497138977,2.550776958465576
20,0.31027016043663025,2.5438995361328125,0.31387558579444885,2.54764986038208
21,0.3108455240726471,2.540151834487915,0.30857449769973755,2.5436320304870605
22,0.3122956156730652,2.534550189971924,0.31380924582481384,2.5381367206573486
23,0.3131483495235443,2.530691146850586,0.31109488010406494,2.534742832183838
24,0.3166153132915497,2.5254132747650146,0.3100442886352539,2.5299408435821533
25,0.31761083006858826,2.5210371017456055,0.30838751792907715,2.523939371109009
26,0.3173958659172058,2.5168068408966064,0.32287323474884033,2.5210206508636475
27,0.3193618655204773,2.5134568214416504,0.3133600354194641,2.5206549167633057
28,0.3202036917209625,2.5101852416992188,0.3214711844921112,2.5138492584228516
29,0.32146310806274414,2.505255937576294,0.31497952342033386,2.506906747817993
