epoch,accuracy,loss,val_accuracy,val_loss
0,0.2027854174375534,3.0096654891967773,0.2039463371038437,2.898324966430664
1,0.22515365481376648,2.8749802112579346,0.22672276198863983,2.8553125858306885
2,0.240571066737175,2.8258697986602783,0.22899937629699707,2.806377410888672
3,0.24356956779956818,2.7821710109710693,0.23482882976531982,2.77036452293396
4,0.25561970472335815,2.7496414184570312,0.24610991775989532,2.742602586746216
5,0.2632489502429962,2.7262184619903564,0.25999805331230164,2.7197182178497314
6,0.26561009883880615,2.7068676948547363,0.2568797171115875,2.705709218978882
7,0.27095961570739746,2.6912012100219727,0.2548105716705322,2.6948227882385254
8,0.26805728673934937,2.6809146404266357,0.25488412380218506,2.6826424598693848
9,0.27302825450897217,2.6695780754089355,0.26895833015441895,2.6747162342071533
10,0.2723814845085144,2.661942720413208,0.26607316732406616,2.666351079940796
11,0.27517014741897583,2.6556780338287354,0.2757641077041626,2.6601455211639404
12,0.276567667722702,2.649667739868164,0.2692998945713043,2.656459093093872
13,0.2750227451324463,2.6439552307128906,0.2717849314212799,2.6485917568206787
14,0.2757166028022766,2.638537645339966,0.27100419998168945,2.646996259689331
15,0.2776634693145752,2.6334245204925537,0.2660485506057739,2.6409037113189697
16,0.27623897790908813,2.6289682388305664,0.2716417610645294,2.6377832889556885
17,0.27669188380241394,2.6262359619140625,0.281604140996933,2.634145498275757
18,0.27568238973617554,2.6244053840637207,0.26905980706214905,2.629399299621582
19,0.27617719769477844,2.6203620433807373,0.26898011565208435,2.630014181137085
