epoch,accuracy,loss,val_accuracy,val_loss
0,0.2302621752023697,2.8264729976654053,0.26626503467559814,2.722899913787842
1,0.2682793140411377,2.6819794178009033,0.26965880393981934,2.660501718521118
2,0.2782803773880005,2.6424739360809326,0.28392255306243896,2.630905866622925
3,0.2853085696697235,2.617910385131836,0.28734090924263,2.609860897064209
4,0.28970128297805786,2.6027650833129883,0.30050182342529297,2.5989415645599365
5,0.2943861186504364,2.5880138874053955,0.2946329414844513,2.583832025527954
6,0.29745784401893616,2.5772061347961426,0.290975958108902,2.5771079063415527
7,0.2995879650115967,2.5676562786102295,0.28526586294174194,2.5686187744140625
8,0.30237674713134766,2.5600736141204834,0.2998628616333008,2.5594825744628906
9,0.3057222366333008,2.5517544746398926,0.29104238748550415,2.5541510581970215
