epoch,accuracy,loss,val_accuracy,val_loss
0,0.23534980416297913,2.8297884464263916,0.26495370268821716,2.7408361434936523
1,0.2669858932495117,2.6955554485321045,0.28102177381515503,2.6806845664978027
2,0.2739245295524597,2.6591405868530273,0.27793022990226746,2.6455180644989014
3,0.2793976068496704,2.634202718734741,0.28188130259513855,2.626349687576294
4,0.2858803868293762,2.614558696746826,0.28196942806243896,2.611340284347534
5,0.29034990072250366,2.6002466678619385,0.2882370352745056,2.5964136123657227
6,0.29466766119003296,2.5879316329956055,0.28364962339401245,2.5886175632476807
7,0.29605773091316223,2.577315330505371,0.2958261966705322,2.5785326957702637
8,0.30071163177490234,2.569265842437744,0.30184459686279297,2.568962335586548
9,0.30268871784210205,2.5628249645233154,0.29678213596343994,2.5637829303741455
