epoch,accuracy,loss,val_accuracy,val_loss
0,0.23136982321739197,2.799248695373535,0.2552524507045746,2.7050161361694336
1,0.2682735323905945,2.675626277923584,0.2723734676837921,2.6651229858398438
2,0.277130663394928,2.641249895095825,0.28356438875198364,2.624971866607666
3,0.2853832542896271,2.612950325012207,0.28814753890037537,2.6060004234313965
4,0.2920350730419159,2.595853090286255,0.29095423221588135,2.590519666671753
5,0.29531317949295044,2.582338571548462,0.29004359245300293,2.5803112983703613
6,0.2999565899372101,2.5710065364837646,0.30632033944129944,2.5673043727874756
7,0.30455002188682556,2.55802059173584,0.30075404047966003,2.556457757949829
8,0.30667224526405334,2.549837827682495,0.3090503215789795,2.5503149032592773
9,0.3094619810581207,2.5407931804656982,0.30972379446029663,2.5409040451049805
10,0.3120461106300354,2.531529426574707,0.29607316851615906,2.533928155899048
11,0.3132193684577942,2.5254106521606445,0.32541126012802124,2.5276994705200195
12,0.31573665142059326,2.5191845893859863,0.3115755617618561,2.5210726261138916
13,0.31788045167922974,2.513399839401245,0.31200167536735535,2.5165319442749023
14,0.3192470371723175,2.5089831352233887,0.31422317028045654,2.5099706649780273
15,0.3220617175102234,2.5036184787750244,0.31601759791374207,2.5090553760528564
16,0.3237799406051636,2.498142957687378,0.3233940899372101,2.500274181365967
17,0.32407206296920776,2.4945340156555176,0.32817357778549194,2.5000743865966797
18,0.3265717029571533,2.491260528564453,0.3215266764163971,2.4955382347106934
19,0.32709503173828125,2.4862704277038574,0.3331431746482849,2.4932126998901367
20,0.3286801874637604,2.4819424152374268,0.3268166780471802,2.489079236984253
21,0.32948169112205505,2.479973077774048,0.3261338174343109,2.4859745502471924
22,0.3302256166934967,2.4767494201660156,0.32226189970970154,2.482149362564087
23,0.3319561183452606,2.475167989730835,0.33232927322387695,2.4816181659698486
24,0.33177998661994934,2.4713134765625,0.32691118121147156,2.4786925315856934
25,0.33464178442955017,2.468083620071411,0.3245146572589874,2.478188991546631
26,0.3345877230167389,2.4644200801849365,0.32825949788093567,2.473494529724121
27,0.33557385206222534,2.4632012844085693,0.33352595567703247,2.4719042778015137
28,0.3361358344554901,2.460692882537842,0.32972559332847595,2.4708523750305176
29,0.33683890104293823,2.459052324295044,0.3318852484226227,2.4675729274749756
