epoch,accuracy,loss,val_accuracy,val_loss
0,0.8325320482254028,0.46667471528053284,0.7974599003791809,0.5818405747413635
1,0.8353365659713745,0.45430389046669006,0.8013034462928772,0.5724136233329773
2,0.8394097089767456,0.44993579387664795,0.8086563944816589,0.5505587458610535
3,0.8396767973899841,0.4464506208896637,0.8029745817184448,0.5751137733459473
4,0.8457531929016113,0.43132784962654114,0.8019719123840332,0.5731074810028076
5,0.8518295884132385,0.4177423417568207,0.7997994422912598,0.5869243144989014
6,0.8518295884132385,0.4150111675262451,0.7802473306655884,0.6353076100349426
7,0.8512954115867615,0.4136355519294739,0.8104946613311768,0.5556620359420776
8,0.8580395579338074,0.39630621671676636,0.800635039806366,0.5913378596305847
9,0.8594417572021484,0.39301198720932007,0.7907754182815552,0.6194389462471008
10,0.8637820482254028,0.3792085647583008,0.7921122908592224,0.622351348400116
