epoch,accuracy,loss,val_accuracy,val_loss
0,0.13810484111309052,1.803606629371643,0.2118055522441864,1.6154805421829224
1,0.1723790317773819,1.6686753034591675,0.2170138955116272,1.6153815984725952
2,0.18346774578094482,1.6122239828109741,0.1961805522441864,1.6119276285171509
3,0.24495968222618103,1.5953612327575684,0.21875,1.6179172992706299
4,0.22479838132858276,1.6142951250076294,0.203125,1.6240962743759155
5,0.24395161867141724,1.6040700674057007,0.1875,1.6186597347259521
6,0.3114919364452362,1.5691511631011963,0.2118055522441864,1.613681674003601
7,0.3145161271095276,1.5655677318572998,0.1927083283662796,1.6375724077224731
8,0.2943548262119293,1.562549352645874,0.2065972238779068,1.6231728792190552
0,0.15927419066429138,1.859928846359253,0.2100694477558136,1.650719165802002
1,0.14818547666072845,1.6574897766113281,0.2256944477558136,1.6233458518981934
2,0.19959677755832672,1.6374729871749878,0.2135416716337204,1.6170353889465332
3,0.2197580635547638,1.6188569068908691,0.203125,1.620335578918457
4,0.24395161867141724,1.6067068576812744,0.2065972238779068,1.613162875175476
5,0.22177419066429138,1.6045711040496826,0.2309027761220932,1.6149115562438965
6,0.23185484111309052,1.598343014717102,0.2118055522441864,1.617318868637085
7,0.2782258093357086,1.5825870037078857,0.1996527761220932,1.6185370683670044
8,0.28931450843811035,1.5805121660232544,0.1927083283662796,1.6241364479064941
9,0.2641128897666931,1.5746937990188599,0.2083333283662796,1.6232179403305054
10,0.3084677457809448,1.5557805299758911,0.1961805522441864,1.6251095533370972
11,0.2983871102333069,1.5537790060043335,0.1979166716337204,1.6224064826965332
12,0.31854838132858276,1.5459835529327393,0.2239583283662796,1.6214839220046997
13,0.3417338728904724,1.518592357635498,0.2170138955116272,1.633049488067627
14,0.33467742800712585,1.5189437866210938,0.2083333283662796,1.6283535957336426
