epoch,accuracy,loss,val_accuracy,val_loss
0,0.3568548262119293,1.4846123456954956,0.1996527761220932,1.654484510421753
1,0.34979838132858276,1.4907199144363403,0.2118055522441864,1.6505157947540283
2,0.34879031777381897,1.4729584455490112,0.2118055522441864,1.643491268157959
3,0.38407257199287415,1.4329445362091064,0.1857638955116272,1.6875391006469727
4,0.36592742800712585,1.4403491020202637,0.2291666716337204,1.6999281644821167
5,0.3629032373428345,1.4457733631134033,0.1909722238779068,1.6739531755447388
6,0.43044355511665344,1.3928797245025635,0.2378472238779068,1.6718600988388062
7,0.4254032373428345,1.396713376045227,0.1927083283662796,1.6924378871917725
8,0.41633063554763794,1.37551748752594,0.2013888955116272,1.7243688106536865
9,0.46370968222618103,1.3140294551849365,0.1996527761220932,1.718095302581787
10,0.4344758093357086,1.3389956951141357,0.2170138955116272,1.7302969694137573
11,0.45866936445236206,1.3057547807693481,0.2065972238779068,1.7485496997833252
12,0.4838709533214569,1.2487590312957764,0.2170138955116272,1.8273836374282837
13,0.5100806355476379,1.2817091941833496,0.2118055522441864,1.759353756904602
14,0.5110887289047241,1.2181251049041748,0.2291666716337204,1.7468516826629639
