epoch,accuracy,loss,val_accuracy,val_loss
0,0.1527777761220932,2.076812505722046,0.1536458283662796,1.6159762144088745
1,0.1597222238779068,1.7748432159423828,0.1848958283662796,1.6114726066589355
2,0.171875,1.689045786857605,0.1901041716337204,1.6105886697769165
3,0.2326388955116272,1.6186219453811646,0.1744791716337204,1.6123398542404175
4,0.2881944477558136,1.5793143510818481,0.1848958283662796,1.6131407022476196
5,0.4166666567325592,1.513523817062378,0.1692708283662796,1.611748218536377
6,0.4392361044883728,1.5048612356185913,0.1979166716337204,1.6131534576416016
7,0.4583333432674408,1.4432729482650757,0.2161458283662796,1.611444115638733
8,0.5,1.4362545013427734,0.1979166716337204,1.6121195554733276
9,0.3975694477558136,1.4719693660736084,0.1875,1.6165717840194702
10,0.46875,1.385150671005249,0.171875,1.6199564933776855
11,0.6597222089767456,1.2815210819244385,0.1901041716337204,1.6237751245498657
12,0.6510416865348816,1.244767665863037,0.1927083283662796,1.6154356002807617
13,0.6371527910232544,1.1562495231628418,0.203125,1.618198037147522
14,0.8090277910232544,1.0213987827301025,0.2057291716337204,1.6344213485717773
15,0.6840277910232544,1.0124430656433105,0.1953125,1.6431902647018433
16,0.7986111044883728,0.9719715118408203,0.1744791716337204,1.6346021890640259
17,0.8628472089767456,0.8535403609275818,0.1927083283662796,1.6488875150680542
18,0.8836805820465088,0.7483307719230652,0.1875,1.6676603555679321
19,0.9010416865348816,0.654244065284729,0.1796875,1.7258251905441284
20,0.921875,0.6059637665748596,0.1875,1.722000002861023
21,0.9270833134651184,0.5285477042198181,0.1875,1.7305365800857544
22,0.9357638955116272,0.4445381164550781,0.1822916716337204,1.7443372011184692
23,0.9600694179534912,0.3377041816711426,0.1875,1.7744485139846802
24,0.9618055820465088,0.26889145374298096,0.1901041716337204,1.7933850288391113
25,0.9670138955116272,0.2264041155576706,0.1848958283662796,1.8523459434509277
26,0.96875,0.18754176795482635,0.1901041716337204,1.8599456548690796
